Well,IdxRow,IdxCol,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,nbrCell
H22,H,22,111394.1796875,127292.0859375,57351,80572.9609375,133425.0625,39576,336.048306621036,887.400024414062,273.679992675781,63356.80078125,1
I01,I,01,89032.0390625,101411.359375,57536,56070.55859375,101722.96875,36124,2445.50974853848,81.6000061035156,461.119995117188,25181.400390625,1
I02,I,02,106459.125,116733.125,59768,72277.9140625,123225.9453125,38440,121.421386267254,147.900009155273,252.559997558594,25369.099609375,1
I03,I,03,94242.1015625,99040.2734375,62361,54320.23828125,107010.890625,33267,628.317546565575,19.5500011444092,83.5999984741211,25557.80078125,1
I04,I,04,96943.25,107724.59375,58977,81344.640625,106626.4453125,49997,1290.0587721333,168.300003051758,315.920013427734,25749.599609375,1
I05,I,05,134608.9375,120364.1875,73292,48358.95703125,116538.0703125,27195,4636.66415234268,445.400024414062,1152.80004882812,25964.900390625,1
I06,I,06,91178.71875,118481.3515625,50434,67182.9609375,111277.140625,39567,3776.9029355317,453.050018310547,799.919982910156,26177.400390625,1
I07,I,07,126320.3671875,119982.2109375,68998,46891.51953125,120079.8125,25592,6723.02783521571,1369.35009765625,1524.16003417969,26389.30078125,1
I08,I,08,101818.671875,106444.4296875,62688,34718.3203125,108559.5625,20959,3896.55119827955,704.650024414062,1135.19995117188,26615,1
I09,I,09,99750.3046875,101495.6953125,64409,32759.998046875,102651.6484375,20915,3044.74441428812,442,958.320007324219,26817.30078125,1
I10,I,10,101094.2109375,119381.4140625,55497,78335.9140625,123459.6484375,41583,183.859121140372,483.650024414062,337.919982910156,27032,1
I11,I,11,108650.3046875,111466.921875,63880,73220.15625,110736.7578125,43333,174.185333857896,434.350006103516,287.760009765625,27237,1
I12,I,12,101809.765625,109839.578125,60745,84943.0390625,106081.265625,52477,160.997946410328,334.050018310547,341.440002441406,27448.400390625,1
I13,I,13,111023.9375,111686.875,65147,84020.5546875,129787.6640625,42426,186.492059226094,539.75,300.079986572266,27636.599609375,1
I14,I,14,106533.890625,112615.203125,61997,58910.796875,115474.609375,33434,257.792172029854,379.950012207031,331.760009765625,27866,1
I18,I,18,90889.46875,103247.109375,57692,73068.3203125,112984.1015625,42383,791.116571453092,27.2000007629395,456.720001220703,62356.5,1
I19,I,19,96811.53125,98053.359375,64706,59247.7578125,104193.1328125,37266,664.379482428526,163.200012207031,230.559997558594,62550.3984375,1
I20,I,20,94647.046875,94769.9609375,65451,46764.63671875,94303.4296875,32499,561.425451868638,115.600006103516,86.2399978637695,62781.6015625,1
I21,I,21,121228.6796875,117208.234375,67784,72292.4765625,116573.0078125,40642,3558.63858299517,7638.9501953125,1085.92004394531,62975.69921875,1
I22,I,22,99309.7578125,104188.84375,62467,34502,104764.078125,21583,3156.4195813741,1116.05004882812,1072.71997070312,63183.5,1
I23,I,23,117631.296875,117740.8984375,65475,50065.59765625,106685.0625,30755,3191.70694297286,421.600006103516,800.799987792969,63586.80078125,1
I24,I,24,93118.03125,101508.3984375,60119,35221.6796875,107687.796875,21435,5604.62792956535,729.300048828125,1309.43994140625,63784.8984375,1
J01,J,01,97078.53125,98307.0703125,64717,48669.91796875,105226.6953125,30312,2198.24052518188,-4.25,694.320007324219,30819.69921875,1
J02,J,02,92471,100520.5,60288,55075.27734375,101183.375,35672,1167.74278445536,136.850006103516,254.31999206543,30588.19921875,1
J03,J,03,96280.1953125,95805.09375,65861,43904.63671875,101647.453125,28307,1753.82648514254,107.100006103516,777.919982910156,30397.400390625,1
J04,J,04,104914.0859375,113547.6328125,60553,57869.7578125,105913.5625,35808,3482.14835724299,91.8000030517578,1085.92004394531,30207.80078125,1
J05,J,05,115569.171875,109276.3125,69310,47313.7578125,122997,25210,3390.11125744633,4199.85009765625,1078,30011.19921875,1
J06,J,06,99138.875,104444.28125,62207,39037.4375,100343.484375,25496,4438.64885284571,566.950012207031,1177.43994140625,29697.400390625,1
J07,J,07,114998.6796875,111454.5,67620,39454.48046875,112917.109375,22899,8007.0695111517,402.050018310547,1496,29445.19921875,1
J08,J,08,95675,100013.6640625,62693,28742.478515625,100030.109375,18831,5448.86709404535,737.800048828125,1271.59997558594,29222.80078125,1
J09,J,09,115093.015625,114041.96875,66140,40670.23828125,106304.1875,25073,4921.78731190473,417.350006103516,1391.28002929688,29020.5,1
J10,J,10,105676.8203125,103421.7265625,66965,91681.1953125,107519.75,55882,248.990992092828,389.300018310547,390.720001220703,28829.30078125,1
J11,J,11,116421.7890625,126840.1953125,60153,71053.8359375,130316.0703125,35733,241.921148736963,626.450012207031,253.440002441406,28632.599609375,1
J12,J,12,111999.375,104704.4453125,70102,76220.5546875,112496.6875,44403,227.833122693409,690.200012207031,449.679992675781,28450.400390625,1
J13,J,13,116657.640625,120530.90625,63430,89705.1953125,121540.625,48370,88.838271348418,331.5,139.039993286133,28259.30078125,1
J14,J,14,139645.453125,124900.09375,73273,90400.953125,134257.546875,44128,287.593962052406,1319.20007324219,852.719970703125,28056,1
J17,J,17,107016.265625,113419.6640625,61836,48947.59765625,111155.2734375,28859,4147.38922838018,402.900024414062,746.239990234375,50663.69921875,1
J18,J,18,106248.1953125,102972.1796875,67621,70318.5546875,123848.34375,37210,195.280400419279,632.400024414062,337.040008544922,65539.8984375,1
J19,J,19,102522.65625,115038.2734375,58406,87618.953125,112340.953125,51114,227.869178156445,403.75,248.160003662109,65345.8984375,1
J20,J,20,103637.828125,110980.5234375,61200,61507.6796875,105880.2578125,38071,106.405103077539,595,381.040008544922,65101.80078125,1
J21,J,21,87860.796875,115130.9765625,50013,75839.9140625,125657.1953125,39554,139.876988388409,341.700012207031,187.440002441406,64893.69921875,1
J22,J,22,110493.5,108837.75,66533,72249.8359375,112947.03125,41922,119.600614094639,630.700012207031,369.600006103516,64685.3984375,1
K01,K,01,97851.046875,98012.5625,65428,42262.4765625,100683.921875,27509,2607.42731664487,100.300003051758,561.440002441406,31008.5,1
K02,K,02,96413.6953125,98262.4140625,64303,38069.19921875,96652.9765625,25813,1428.23046816868,75.6500015258789,425.919982910156,31198.30078125,1
K03,K,03,87050.0078125,93356.28125,61109,43797.51953125,90991.1015625,31545,1066.54859563567,90.1000061035156,363.440002441406,31388.900390625,1
K04,K,04,102050.9609375,100636.6875,66457,56986.796875,112738.453125,33127,240.22363609928,130.050003051758,-51.9199981689453,31620.80078125,1
K05,K,05,115046.734375,124835.71875,60397,51591.27734375,110341.5546875,30642,3778.66743885786,417.350006103516,1108.80004882812,31853.900390625,1
K06,K,06,113321.03125,109099.296875,68072,32261.837890625,117207.8125,18039,6184.5082186591,1048.05004882812,1330.55993652344,32144,1
K07,K,07,101692.2890625,107742.2734375,61856,34948.16015625,108470.8828125,21115,5186.62381729964,765.850036621094,970.640014648438,32356.80078125,1
K08,K,08,86258.796875,99623.8671875,56744,51786.796875,113088.515625,30011,3552.42236309803,1093.95007324219,767.359985351562,32591.400390625,1
K09,K,09,114351.6484375,109600.453125,68377,39491.91796875,103962.3359375,24895,3564.80777188643,572.900024414062,770.880004882812,32904.69921875,1
K10,K,10,113373.5390625,119390.8046875,62233,84253.515625,120218.5625,45930,256.029166559766,403.75,132,33074.5,1
K11,K,11,120780.1171875,116353.9921875,68029,88507.1171875,116861.1328125,49635,197.940727813927,470.900024414062,287.760009765625,33293.6015625,1
K12,K,12,97670.375,98282.2421875,65128,58687.19921875,113231.203125,33967,103.794311819854,362.950012207031,47.5200004577637,33522.6015625,1
K13,K,13,100678.578125,115869.4765625,56944,81320.71875,120395.6875,44266,310.574934516396,516.799987792969,149.600006103516,33734.8984375,1
K14,K,14,100081.390625,102782.0546875,63814,40134.63671875,102969.921875,25544,132.816132149776,507.450012207031,234.959991455078,33939.3984375,1
K17,K,17,83249.7109375,114597.09375,47609,65532.4765625,116256.1953125,36942,1696.62407321275,126.650001525879,457.600006103516,50433.69921875,1
K18,K,18,96234.8046875,103560.6640625,60900,63755.1171875,101374.6015625,41216,488.381270733984,148.75,394.239990234375,65747.296875,1
K19,K,19,98905.6953125,98963.0859375,65498,43116.3203125,105533.9375,26775,330.869626900736,82.4500045776367,51.0400009155273,65936.703125,1
K20,K,20,101990.4375,99915.46875,66897,59702.23828125,103331.4609375,37865,1343.76140062915,-11.0500001907349,593.119995117188,66126,1
K21,K,21,98911.9296875,104089.7421875,62276,33289.359375,97595.578125,22354,5784.10846996803,1042.95007324219,1428.23999023438,66377.703125,1
K22,K,22,105402.6953125,116982.0234375,59049,34871.19921875,136274.25,16770,7245.82480820643,755.650024414062,1458.16003417969,64466.80078125,1
K23,K,23,107585.8671875,114019.6640625,61838,62967.8359375,118154.390625,34926,5742.82114557393,466.650024414062,1703.67993164062,64248.8984375,1
K24,K,24,122695.3984375,123409.078125,65157,71323.1953125,127558.046875,36644,3799.77214955812,539.75,771.760009765625,64026.69921875,1
L01,L,01,97159.515625,98267.609375,64797,43762.16015625,100342.765625,28582,1839.19599256028,31.4500007629395,665.279968261719,36953.69921875,1
L02,L,02,99064.1171875,104350.421875,62216,56320.15625,107628.09375,34294,505.103839701919,128.350006103516,156.639999389648,36762.6015625,1
L03,L,03,94231.421875,93183.515625,66273,37931.91796875,106490.1484375,23344,1144.87626025031,29.75,79.1999969482422,36572.8984375,1
L04,L,04,92538.640625,99661.6796875,60852,52109.19921875,109130.7421875,31293,1195.90902402643,87.5500030517578,459.359985351562,36383.6015625,1
L05,L,05,115533.5703125,111489.8203125,67913,34662.16015625,110283.484375,20598,5061.60077923107,1263.09997558594,1335.83996582031,36228,1
L06,L,06,122893.8671875,118133.28125,68177,39616.71875,118737.828125,21866,7188.2361340225,3842,1705.43994140625,36007.80078125,1
L07,L,07,128981.46875,118712.59375,71205,52379.59765625,122009.9296875,28135,4729.9424396467,457.300018310547,1335.83996582031,35786.69921875,1
L08,L,08,95157.015625,102010.5390625,61133,27942.71875,93593.6796875,19566,7625.01446152821,1475.60009765625,1613.92004394531,35466.19921875,1
L09,L,09,113629.859375,121676.53125,61202,46712.63671875,125183.375,24455,7164.86302844589,770.100036621094,1650.88000488281,35195.6015625,1
L10,L,10,119025.9296875,120359.2578125,64810,78127.9140625,127969.5859375,40011,232.270562914893,392.700012207031,572,35015.3984375,1
L11,L,11,130188.3046875,118539.8046875,71976,90575.6796875,123485.90625,48070,243.698154573531,491.300018310547,426.799987792969,34783.80078125,1
L12,L,12,111494.75,105147.6484375,69492,54648.87890625,100080.171875,35786,253.396885670602,342.550018310547,177.759994506836,34590.30078125,1
L13,L,13,107485.296875,110271.7109375,63880,60752.63671875,111186.71875,35809,126.589901991776,1033.59997558594,253.440002441406,34314.8984375,1
L14,L,14,130139.359375,125986.96875,67696,70550.4765625,127126.6484375,36370,146.905656045562,431.800018310547,263.119995117188,34127,1
L17,L,17,130816.6484375,128306.7421875,66818,68642.078125,137288.34375,32767,8405.62752660607,1050.59997558594,1635.0400390625,50247.6015625,1
L18,L,18,120554.0546875,110615.90625,71424,84717.359375,107775.15625,51515,133.698047583263,492.150024414062,76.5599975585938,67159,1
L19,L,19,120374.28125,120255.0078125,65601,77812.796875,116507.6484375,43770,219.072063818883,380.800018310547,516.559997558594,66961.8984375,1
L20,L,20,119759.2890625,110077.765625,71300,90144.078125,126475.75,46710,137.20703193876,579.700012207031,377.519989013672,66774.1015625,1
L21,L,21,93697.421875,105696.6796875,58096,88588.234375,107110.65625,54203,195.268738560706,725.050048828125,736.559997558594,66559.703125,1
L22,L,22,93975.1015625,113452.203125,54285,87757.2734375,110884.7734375,51867,198.836460154776,345.950012207031,239.360000610352,68435.3984375,1
M01,M,01,101654.015625,104341.53125,63848,76337.0390625,118592.4921875,42185,639.747598982857,98.6000061035156,279.839996337891,37182.69921875,1
M02,M,02,105010.2109375,105694.0234375,65112,55825.1171875,99287.75,36848,278.955497895982,35.7000007629395,70.4000015258789,37373.6015625,1
M03,M,03,98476.71875,101110.3125,63829,63594.95703125,103428.6015625,40296,1987.92025792432,-1.70000004768372,625.679992675781,37605.19921875,1
M04,M,04,101413.71875,99793.5390625,66600,68286.3984375,98067.609375,45634,4820.63414530646,47.6000022888184,1419.43994140625,37793.8984375,1
M05,M,05,115458.8046875,118215.046875,64008,54218.31640625,121541.0234375,29235,4172.67708068106,2247.40014648438,731.279968261719,37963.69921875,1
M06,M,06,110171.3203125,109650.9765625,65847,55115.83984375,105891.703125,34111,3585.68202721215,2526.19995117188,1020.79998779297,38232.3984375,1
M07,M,07,127270.890625,123718.0703125,67418,85542.078125,121525.3359375,46131,6121.91921588678,1914.20007324219,1375.43994140625,38452.5,1
M08,M,08,120475.734375,121908.0625,64766,66433.1171875,117424.84375,37077,5480.57369623464,527.850036621094,1219.68005371094,38662.1015625,1
M09,M,09,109702.2890625,114132.734375,62992,40093.0390625,98742.4765625,26610,5682.80027558071,1904.85009765625,1539.11999511719,38886.69921875,1
M10,M,10,105967.8515625,108429.765625,64048,57167.7578125,117439.234375,31902,230.512708198057,375.700012207031,241.119995117188,39036.6015625,1
M11,M,11,100424.9296875,110597.703125,59508,92614.078125,120825.65625,50234,74.7536765959531,368.050018310547,211.199996948242,39237.1015625,1
M12,M,12,101725.21875,116807.3671875,57074,97316.953125,108789.15625,58625,199.683069053263,611.150024414062,440,39482.30078125,1
M13,M,13,103339.6796875,101178.28125,66936,40945.83984375,108412.515625,24752,96.7595610184531,321.300018310547,210.31999206543,39682.3984375,1
M14,M,14,112292.1875,119735.46875,61462,95389.8359375,107804.375,57989,246.326706088984,582.25,614.239990234375,39910.1015625,1
M17,M,17,89327.515625,94945.7890625,61658,38964.63671875,99041.484375,25783,823.666511998013,107.100006103516,201.520004272461,50010.6015625,1
M18,M,18,103813.15625,107602.6328125,63228,74929.9140625,109158.5625,44986,281.583315740747,132.600006103516,172.479995727539,67314.5,1
M19,M,19,91917.421875,106022.84375,56817,48309.0390625,110010.125,28779,963.600938491449,-7.65000009536743,512.159973144531,67504.796875,1
M20,M,20,102905.359375,106484.859375,63333,63074.95703125,107251.328125,38542,1841.82413137393,125.800003051758,328.239990234375,67737.1015625,1
M21,M,21,137763.984375,125301.875,72054,75003.7578125,132181.859375,37187,7124.42177817768,462.400024414062,1698.40002441406,68064.8984375,1
M22,M,22,122103.546875,124683.3671875,64180,68277.0390625,120446.953125,37150,5727.41514540785,4010.30004882812,1607.76000976562,68274.703125,1
M23,M,23,121559.7578125,115631.3984375,68896,57795.91796875,116241.0078125,32585,4868.07766734089,655.350036621094,1268.9599609375,68704.1015625,1
M24,M,24,104406.7890625,105047.953125,65136,43646.71875,110025.0546875,25998,5166.41610773571,507.450012207031,1285.68005371094,68994,1
N01,N,01,92114.109375,116928.6171875,51628,37994.3203125,120680.25,20633,1677.2669765773,103.700004577637,512.159973144531,43119.1015625,1
N02,N,02,105044.921875,110625.5,62230,51578.796875,100141.25,33755,109.9780671525,174.25,-174.240005493164,42929.5,1
N03,N,03,91404.78125,94705.3671875,63252,49910.63671875,93971.03125,34808,263.113896715591,48.4500007629395,263.119995117188,42738.8984375,1
N04,N,04,133234.78125,123711.3984375,70581,45720.4765625,119824.734375,25006,2653.17566455384,192.950012207031,616,42509.6015625,1
N05,N,05,119968.4375,117599.7890625,66856,69373.1953125,117279.1015625,38766,6692.33827639098,489.600006103516,1349.0400390625,42296.5,1
N06,N,06,103134.9765625,114560.2421875,59000,34039.19921875,112456.15625,19837,7210.66291513723,451.350006103516,1664.07995605469,41972.30078125,1
N07,N,07,101371.890625,103455.65625,64216,43129.83984375,93399.765625,30263,3893.67111425856,2612.90014648438,824.559997558594,41527.1015625,1
N08,N,08,97454.109375,98191.265625,65044,33246.71875,108752.5234375,20035,4603.22061996045,470.050018310547,1189.76000976562,41323.69921875,1
N09,N,09,125380.53125,116565.546875,70492,38768.078125,112664.8359375,22551,6497.81571409893,827.900024414062,1302.40002441406,41130.6015625,1
N10,N,10,101493.8203125,105059.0546875,63312,77333.359375,111841.9765625,45315,150.436237018966,347.650024414062,320.320007324219,40962.19921875,1
N11,N,11,106860.515625,107384.859375,65216,66616.15625,114698.1796875,38063,142.520304453326,315.350006103516,600.159973144531,40753,1
N12,N,12,104045.4453125,110296.046875,61822,82696.640625,115796.140625,46803,208.510354427521,394.400024414062,454.959991455078,40540.6015625,1
N13,N,13,94770.7578125,99669.375,62315,61793.67578125,109115.4296875,37114,190.027362995518,418.200012207031,483.119995117188,40331.69921875,1
N14,N,14,96155.6015625,101137.15625,62308,75974.078125,112949.4375,44082,138.104690089073,439.450012207031,564.960021972656,40097.6015625,1
N17,N,17,92054.4765625,105181.2734375,57357,37274.63671875,104238.5546875,23435,3171.37868640482,1122.84997558594,796.400024414062,49837.1015625,1
N18,N,18,87835.875,99610.859375,57789,56080.95703125,109832.40625,33463,236.65377471713,526.150024414062,28.1599998474121,70970,1
N19,N,19,98583.515625,112187.5546875,57589,71718.3984375,114275.1484375,41130,136.329915773984,556.75,869.440002441406,70766.796875,1
N20,N,20,101512.5078125,104523.6875,63648,69464.71875,105865.7734375,43002,248.118491733805,329.800018310547,375.760009765625,70531.5,1
N21,N,21,101806.2109375,117311.4609375,56874,88452,119268.1640625,48603,155.595337663263,1308.15002441406,290.399993896484,70302.3984375,1
N22,N,22,106953.96875,110194.078125,63609,68905.1953125,105284.8046875,42891,130.197102702896,340.850006103516,144.31999206543,70090.1015625,1
O01,O,01,96459.0859375,106521.9140625,59345,62038.078125,115931.7734375,35070,120.54737279721,100.300003051758,51.0400009155273,43310.6015625,1
O02,O,02,95593.1171875,100254.2890625,62489,58425.1171875,106918.0390625,35812,689.912493645156,59.5,562.320007324219,43539.69921875,1
O03,O,03,113052.25,107064.8203125,69201,70843.7578125,112427.7578125,41296,2073.25927333272,164.900009155273,617.760009765625,43729.69921875,1
O04,O,04,81623.6796875,91797.046875,58273,37303.7578125,91700.640625,26660,2726.22351385022,130.900009155273,871.200012207031,43897.3984375,1
O05,O,05,132654.5,130165.8359375,66789,56240.078125,109065.2109375,33794,4013.5332490392,1165.34997558594,1129.92004394531,44064.19921875,1
O06,O,06,100037.78125,105879.7734375,61920,56599.91796875,109655.9609375,33827,3773.37724555848,498.100006103516,1211.76000976562,44248.80078125,1
O07,O,07,114116.6875,112743.859375,66334,57351.83984375,103357.90625,36365,5839.57211638625,858.5,1640.31994628906,44470.8984375,1
O08,O,08,123586.2890625,119719.0234375,67653,57189.59765625,113930.671875,32897,5235.73049343106,2141.15014648438,1208.23999023438,44670.19921875,1
O09,O,09,92687.265625,99759.453125,60890,30667.51953125,101949.203125,19714,4480.89908390893,483.650024414062,953.039978027344,44992.1015625,1
O10,O,10,101789.296875,110931.46875,60135,67473.1171875,120481.671875,36702,66.682601625918,1568.25,555.279968261719,45191.30078125,1
O11,O,11,113261.3984375,112240.6640625,66132,95501.1171875,120240.5546875,52052,166.27773121293,335.75,100.319999694824,45434.1015625,1
O12,O,12,117619.7265625,117138.9140625,65805,74075.0390625,122432.765625,39651,61.5588075166211,327.25,40.4799995422363,45636.80078125,1
O13,O,13,105981.1953125,103407.6796875,67167,46905.0390625,110630.1328125,27786,181.202645372333,614.549987792969,178.639999389648,45866.5,1
O14,O,14,100796.0546875,118791.7265625,55608,81619.1953125,114517.4453125,46709,193.557959227711,334.050018310547,374.880004882812,46058.19921875,1
O17,O,17,94821.4921875,107075.2890625,58036,42237.51953125,110181.03125,25123,5794.78386325181,126.650001525879,1317.35998535156,49500.80078125,1
O18,O,18,112100.8359375,106807.40625,68784,37427.51953125,107827.0625,22748,2941.83099378312,72.25,447.919982910156,71121,1
O19,O,19,88012.9921875,96061.625,60045,36452,92414.6328125,25850,1820.71258842743,58.6500015258789,427.679992675781,71304.1015625,1
O20,O,20,93499.8359375,96528.1171875,63480,42019.1171875,109864.9453125,25065,101.184376480474,124.100006103516,249.919998168945,71493.5,1
O21,O,21,136505.53125,131466.421875,68048,80314,136196.71875,38646,6253.89311044571,2121.60009765625,1672.88000488281,71701.203125,1
O22,O,22,134232.46875,131927.53125,66681,80241.1953125,134983.5,38958,4739.08274642554,4746.39990234375,1342.88000488281,69912.3984375,1
O23,O,23,106188.5703125,117153.8671875,59402,74493.1171875,115154.640625,42395,6033.930128825,1827.5,1631.52001953125,69620,1
O24,O,24,117572.5546875,124787.1953125,61747,69695.59375,119351.1953125,38270,6745.14124409723,468.350006103516,1586.64001464844,69249,1
P01,P,01,88180.3046875,100015.3125,57781,42153.27734375,99540.8515625,27753,410.956460801434,28.0500011444092,212.959991455078,48971.30078125,1
P02,P,02,92468.328125,107477.3828125,56384,74197.7578125,112274.8671875,43310,227.027689493633,97.75,283.359985351562,48738.80078125,1
P03,P,03,76437.6484375,85994.15625,58253,36549.7578125,86539.4296875,27679,106.476358084347,28.9000015258789,119.680000305176,48539,1
P04,P,04,98118.9375,112749.3828125,57032,75699.515625,116314.4453125,42652,386.317546565575,19.5500011444092,309.760009765625,48359.8984375,1
P05,P,05,95940.21875,100611.875,62493,32753.759765625,103448.2109375,20750,4032.09817916634,490.450012207031,1013.76000976562,48151.30078125,1
P06,P,06,98695.65625,99555.46875,64970,41254.71875,101603.5,26610,3201.69685452188,4951.25,881.760009765625,47927.3984375,1
P07,P,07,99697.796875,112372.640625,58144,54672.796875,109135.78125,32831,4024.86053048044,2060.40014648438,1327.92004394531,47719.6015625,1
P08,P,08,115986.578125,121991.59375,62310,57270.71875,114401.7890625,32808,4950.80456220143,598.400024414062,1399.19995117188,47404.80078125,1
P09,P,09,98225.7421875,99165.4140625,64915,38333.359375,99881.3203125,25152,6410.7195625625,637.5,1480.16003417969,47199.3984375,1
P10,P,10,110474.8046875,113666.109375,63696,70995.59375,119614.5703125,38898,169.780510175122,472.600006103516,220.880004882812,47047.3984375,1
P11,P,11,104306.21875,114895.328125,59496,90472.71875,118501.4609375,50035,98.4607112964478,788.800048828125,264,46863.1015625,1
P12,P,12,91880.9296875,100403.6640625,59973,77179.4375,109580.828125,46158,292.994858974385,358.700012207031,60.7200012207031,46668.6015625,1
P13,P,13,109718.3046875,104015.6640625,69129,54440.87890625,113763.0703125,31362,159.237951903492,334.050018310547,221.759994506836,46438.30078125,1
P14,P,14,86754.53125,93118.65625,61057,29791.83984375,96112.9296875,20314,74.7321717056848,538.900024414062,183.039993286133,46247.5,1
P17,P,17,124993.375,119084.2421875,68788,65978.640625,125569.21875,34435,6234.58743053,1687.25,1492.47998046875,49342.1015625,1
P18,P,18,107283.265625,111964.390625,62796,80228.71875,109465.96875,48032,98.4750478925207,674.900024414062,550.880004882812,72454.203125,1
P19,P,19,100937.5703125,102941.8671875,64260,65686.3984375,114703.53125,37530,150.436237018966,347.650024414062,264,72258.1015625,1
P20,P,20,111264.234375,109780.0859375,66422,60679.8359375,121708.8125,32674,122.275706038751,351.900024414062,12.3199996948242,72044,1
P21,P,21,121966.484375,116765.6875,68455,90538.234375,112082.0859375,52939,193.554642552443,360.400024414062,383.679992675781,71864.6015625,1
P22,P,22,102479.9375,109452.6640625,61361,92855.359375,111398.546875,54627,133.713989021836,365.5,126.720001220703,72728.796875,1
