"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD34","CD38","7-AAD","IdxCol","IdxRow","Time"
99711.1,64311,101610,49737,31215,104423,92.65,357.268,192.72,1,5,53.9597
106997,59447,117956,68636.9,37965,118482,57.8,3959.99,925.76,1,4,54.2853
89219.8,62645,93337.2,47878.5,30181,103965,15.3,1105.28,322.96,2,4,54.5526
110961,60909,119390,92594.3,53319,113810,22.1,54.5572,377.52,3,4,54.8832
107058,65157,107681,71569.7,37906,123737,163.2,123.179,51.92,4,4,55.1468
106565,65425,106746,59789.6,37231,105245,2845.8,3020.68,635.36,5,4,55.4729
132066,68019,127245,81479.8,39614,134797,1118.6,3676.5,1209.12,6,4,55.8655
114885,63829,117957,45164.1,24042,123113,460.7,7873.3,1530.32,7,4,56.1723
126360,64865,127668,86862.9,46118,123437,789.65,5873.02,1311.2,8,4,56.5522
110783,66876,108563,65772.7,41289,104398,3596.35,6126.11,1444.08,9,4,56.8457
98396.6,58152,110891,54510.6,36834,96986.6,865.3,108.131,395.12,10,4,57.0628
92273.4,54566,110824,94801.2,56963,109069,536.35,134.572,264,11,4,57.338
96956.6,63505,100057,72223.8,42963,110171,328.1,180.359,218.24,12,4,57.6028
103701,65344,104006,69173.5,41150,110167,504.9,178.576,320.32,13,4,57.8926
96651.3,59004,107351,72385,41894,113234,340,114.357,176.88,14,4,58.1649
110747,64055,113308,91381.7,49182,121768,643.45,329.919,396,14,3,58.4288
118738,69575,111845,61954.9,32635,124415,447.95,141.624,221.76,13,3,58.73
129388,70717,119909,92053.5,47774,126278,400.35,255.15,84.48,12,3,59.0191
107168,65149,107805,78255.8,42287,121280,435.2,130.185,211.2,11,3,59.3531
87900.9,62383,92343.6,40327,28284,93440.6,332.35,264.838,-68.64,10,3,59.638
123447,63776,126854,72142.7,40204,117599,507.45,4521.38,1190.64,9,3,59.9658
99047.2,65793,98660.3,52369.2,33402,102750,1973.7,4125.19,1014.64,8,3,60.3525
97800.3,60665,105653,50146.7,31188,105374,498.95,5411.94,1158.96,7,3,60.6958
107963,67393,104988,41351.4,23173,116947,839.8,5343.25,1301.52,6,3,61.0279
88066.4,60392,95567.6,41643.7,27563,99015.4,849.15,3875.41,851.84,5,3,61.3269
96793.7,64417,98475.1,48815.5,28164,113591,109.65,352.866,279.84,4,3,61.5981
92319.7,60508,99991.1,50244.5,32940,99964.2,86.7,58.9491,-55.44,3,3,61.8677
108831,65185,109417,75831.6,45605,108973,34,147.836,337.92,2,3,62.1948
100401,61370,107216,68999.8,40831,110749,82.45,114.39,129.36,1,3,62.4598
95500.6,58004,107902,49862.8,29705,110009,53.55,1537.35,451.44,1,2,62.7282
96581.9,62853,100705,53998.9,32571,108651,135.15,373.983,212.08,2,2,62.9967
88135.8,58236,99183.8,58052.8,34121,111502,162.35,1036.62,471.68,3,2,63.3244
101965,64044,104340,56443.9,33712,109727,37.4,5860.79,1313.84,4,2,63.5892
104444,60708,112750,54929.7,30681,117332,1368.5,3370.23,1048.96,5,2,63.8557
101902,66770,100019,42502.7,26987,103215,405.45,3482.11,663.52,6,2,64.1415
87159.5,61001,93639.2,45043.4,28943,101992,561.85,5579.13,1322.64,7,2,64.4265
100599,62857,104887,49744.2,30890,105537,1201.05,5058.97,1041.04,8,2,64.7319
106739,66022,105953,46665.8,29922,102209,1684.7,5831.55,1312.96,9,2,65.0714
94745.8,59515,104331,76717.7,43150,116518,699.55,164.472,-79.2,10,2,65.4107
104806,64810,105980,64941.8,38558,110380,373.15,66.833,737.44,11,2,65.7121
124767,69879,117013,83626.4,42647,128509,341.7,108.197,634.48,12,2,66.0167
126269,65653,126044,88538.3,45579,127305,1083.75,261.224,844.8,13,2,66.3041
113806,67346,110747,69954.6,38411,119355,445.4,81.7839,256.08,14,2,66.5741
99738.7,64566,101237,44189.6,26343,109935,344.25,67.7167,88,14,1,66.8383
89988.8,60488,97498.8,51810.7,31607,107428,344.25,155.717,297.44,13,1,67.1161
113553,62989,118145,87567,51091,112325,607.75,278.883,703.12,12,1,67.4533
95134.8,61460,101444,63609.5,37758,110406,764.15,130.144,156.64,11,1,67.7874
106261,63737,109260,65883,36166,119386,316.2,215.56,92.4,10,1,68.1142
100582,64034,102942,47432.3,29788,104355,453.05,6529.54,1599.84,9,1,68.3577
121461,64293,123809,54922.4,28928,124426,915.45,4174.6,1317.36,8,1,68.6685
125662,63545,129599,82401.3,42705,126455,500.65,8847.46,1677.28,7,1,69.0462
127549,68894,121332,74837.4,38450,127556,1205.3,3538.33,1018.16,6,1,69.3333
108486,65736,108156,55141.8,34089,106010,649.4,4682.4,1071.84,5,1,69.6973
97115,63200,100705,55652.5,37185,98083.7,68.85,1171.27,462.88,4,1,69.9343
82870.6,50454,107643,76509.7,39490,126972,155.55,179.5,755.92,3,1,70.1909
83498,55108,99298.2,56900.5,33936,109884,54.4,6165.27,1556.72,2,1,70.4471
96913.9,61385,103467,75722.4,43509,114058,141.95,544.702,242,1,1,70.7107
99700.5,62176,105088,54533.4,32231,110884,406.3,3569.23,1083.28,17,1,71.241
95281.6,62929,99228.9,48567,29916,106394,96.05,1404.47,462.88,17,2,71.4644
83790.8,48077,114219,78338,38444,133544,566.1,4941.13,1290.08,17,3,71.7419
96270.4,66092,95460.5,38139.9,25404,98391.5,29.75,967.996,228.8,17,4,72.0463
118241,65153,118936,82025.8,44519,120749,4397.05,4727.69,1196.8,17,5,72.2987
90144.5,59964,98521,63240.3,37446,110680,57.8,3696.87,770.88,17,6,72.5673
107921,65547,107902,51861.7,31922,106472,661.3,4312.8,936.32,17,7,73.0393
97385.6,64529,98905.3,59645,38131,102512,89.25,516.549,91.52,17,8,73.296
93840.7,60485,101677,36377.1,23119,103119,429.25,3527.87,652.96,17,9,73.5198
92312.6,57010,106118,69142.3,39821,113792,29.75,241.116,-37.84,17,10,73.7686
101309,60961,108912,66122.2,38004,114024,780.3,5213.9,1383.36,17,11,74.0973
112438,67470,109215,60077.7,36326,108387,56.95,2438.47,993.52,17,12,74.3453
75861.8,55277,89941.2,28279.7,18542,99953.5,455.6,7062.82,1440.56,17,13,74.5891
108358,67501,105204,49154.6,31417,102537,38.25,2128.72,671.44,17,14,74.8419
101055,64091,103333,39812.2,24361,107103,634.95,6583.2,1397.44,17,15,75.1225
81655.7,51705,103498,77891.8,47662,107103,165.75,152.219,84.48,17,16,75.3651
89695.1,52396,112189,59092.8,33896,114253,98.6,4702.71,1235.52,18,16,75.6312
86215.2,61724,91539.7,39490.9,25561,101251,100.3,1467.83,638,19,16,75.9568
87850.1,61044,94314.7,40789.8,26333,101515,74.8,491.911,155.76,20,16,76.2236
97708.6,63943,100143,39877.8,25794,101319,1392.3,8270.95,1675.52,21,16,76.649
104938,67241,102277,49243,27835,115940,674.9,8014.08,1704.56,22,16,76.9
93034.4,52404,116348,52791.4,31858,108599,420.75,6272.59,1444.08,23,16,77.2898
115397,62440,121119,82422.1,45019,119985,3165.4,8021.68,1711.6,24,16,77.628
103845,62134,109531,45971.1,26142,115246,850.85,5163.73,1433.52,24,14,77.9579
115534,61000,124126,46782.3,27134,112992,885.7,6551.49,1580.48,23,14,78.421
114340,66959,111910,60039.2,37235,105673,696.15,5424.23,1289.2,22,14,78.8543
95481.9,54661,114478,89306.9,50585,115703,668.1,191.756,808.72,22,15,79.1634
104776,64720,106097,72099,40643,116258,391,147.791,265.76,21,15,79.4701
98875.4,64496,100470,59845.8,34622,113282,335.75,112.598,407.44,20,15,79.7773
115153,65802,114687,69019.6,37993,119055,500.65,185.617,468.16,19,15,80.0806
100395,63449,103697,61855,35102,115484,327.25,55.3988,88,18,15,80.3567
99957.7,64393,101732,74908.1,47093,104244,113.05,930.146,594.88,18,14,80.5993
111317,64354,113361,84223.4,48203,114509,100.3,4348.95,933.68,19,14,80.8717
95660.8,60344,103891,67356.6,43246,102074,105.4,2485.99,1006.72,20,14,81.1367
85708.8,61220,91751.2,36078.6,22615,104552,1436.5,5193.58,1208.24,21,14,81.4436
104257,55896,122238,87799.9,50310,114372,544,150.412,339.68,21,13,81.7299
116925,63359,120942,85110.5,44375,125697,385.9,197.951,372.24,20,13,81.991
115534,67339,112440,83898.9,48292,113857,480.25,103.78,575.52,19,13,82.2809
113409,63980,116167,81110.6,43279,122823,441.15,196.184,341.44,18,13,82.557
99918.5,64148,102081,69819.4,40992,111624,150.45,525.341,256.08,18,12,82.7722
104883,59400,115717,90204.4,47361,124821,14.45,138.158,30.8,19,12,83.0323
96551.6,61668,102608,48464,30130,105414,132.6,686.383,352.88,20,12,83.2975
102762,57165,117810,71265,40943,114071,954.55,7278.36,1709.84,21,12,83.6515
111068,67485,107860,52243.4,31163,109868,430.1,7154.35,1568.16,22,12,83.9855
108338,67329,105453,71756.9,40763,115366,425.85,294.746,88,22,13,84.2646
105255,56794,121456,78638.6,44144,116746,2319.65,6380.59,1545.28,23,12,84.5795
119583,62369,125655,91785.2,47667,126193,5497.8,5364.67,1550.56,24,12,84.9192
110985,66662,109110,43063.3,24982,112969,476,7184.26,1538.24,24,10,85.2805
116493,67276,113480,58902.5,34092,113230,486.2,6356.18,1334.08,23,10,85.61
116705,66034,115825,63475.4,37691,110369,2815.2,6054.05,1566.4,22,10,85.9775
119800,68360,114851,70095,35799,128320,394.4,263.95,262.24,22,11,86.2563
117891,66768,115716,71490.6,36727,127569,490.45,140.738,429.44,21,11,86.5108
116472,68932,110734,77813.8,41982,121471,433.5,110.825,421.52,20,11,86.7897
102843,63057,106886,54805.9,32115,111841,400.35,270.99,265.76,19,11,87.1162
113149,61924,119749,96767.8,55406,114460,623.05,78.2416,176,18,11,87.4051
105362,66468,103884,54225.6,32290,110057,76.5,3688.07,951.28,18,10,87.6415
103600,66706,101782,52239.2,31954,107140,59.5,4337.51,997.04,19,10,87.9663
100923,60185,109896,96763.7,54063,117298,70.55,236.711,339.68,20,10,88.2331
108657,65329,109001,50078.1,31758,103341,1398.25,6218.78,1695.76,21,10,88.5725
118139,68324,113318,82423.1,45902,117679,412.25,114.348,167.2,21,9,88.8149
91135.1,59293,100731,69212,39367,115220,437.75,140.745,-138.16,20,9,89.0935
107089,65761,106723,78112.3,49955,102476,537.2,97.6124,-83.6,19,9,89.416
110560,66684,108657,89096.8,48314,120856,386.75,147.791,453.2,18,9,89.6774
94180.7,62612,98579,56510.5,32690,113291,141.95,1121.98,359.04,18,8,89.9096
94324,64825,95358.5,42698.2,27023,103551,63.75,2740.31,1007.6,19,8,90.1802
82735.3,57615,94109.9,40345.8,24747,106845,56.95,427.673,-42.24,20,8,90.5033
89437,58559,100093,41455.4,28251,96167.3,521.05,5419.85,1284.8,21,8,90.8049
120447,66624,118480,74595,39682,123196,433.5,5088.11,1210,22,8,91.1373
103936,63449,107355,72523.4,42239,112524,314.5,170.68,113.52,22,9,91.3589
104704,65521,104728,47779.7,31455,99548.2,438.6,4526.67,1124.64,23,8,91.7354
95218.4,60345,103409,38571.5,24280,104111,448.8,3668.66,874.72,24,8,92.0628
124574,67851,120324,76512.8,41725,120176,1407.6,5008.78,1599.84,24,6,92.3416
115375,62663,120665,73130.7,39621,120964,418.2,6024.43,1608.64,23,6,92.6068
120071,70121,112220,59178.1,32227,120343,2211.7,6432.52,1411.52,22,6,92.8852
99933.6,60910,107523,86039.2,52904,106583,325.55,182.119,346.72,22,7,93.1167
99588.3,57248,114006,77072.3,44623,113193,323,174.199,359.04,21,7,93.4447
101440,57388,115843,93693.6,50548,121475,927.35,146.843,701.36,20,7,93.7488
102753,63029,106840,83501.6,45247,120944,358.7,262.195,205.04,19,7,94.007
102396,66701,100608,69838.1,37514,122005,394.4,76.5104,118.8,18,7,94.2739
86749.2,58339,97451,54761.2,30653,117079,100.3,2310.87,521.84,18,6,94.493
103042,60207,112163,61880,33974,119367,83.3,4140.39,1028.72,19,6,94.7763
96073.7,60576,103940,57590,34776,108529,102,563.187,-46.64,20,6,95.1047
111219,63788,114267,68317.6,43335,103317,991.1,3432.76,1265.44,21,6,95.3416
96389.7,60535,104353,50432.7,29502,112032,808.35,-15.9417,146.08,21,5,95.5947
111957,65265,112422,85406.9,47679,117394,353.6,79.1555,663.52,20,5,95.929
111828,61236,119680,93622.9,47923,128032,1172.15,256.812,178.64,19,5,96.1943
98227.5,60704,106046,89679.2,50530,116311,451.35,146.023,285.12,18,5,96.4815
103592,62926,107888,63319.4,37418,110901,128.35,2823.9,685.52,18,4,96.8093
98616.4,61708,104734,60892,39320,101491,5.1,7.91936,193.6,19,4,97.1379
114317,68381,109561,75803.5,44671,111210,5.95,1165.12,278.08,20,4,97.4033
110453,59061,122562,82868.2,47922,113327,828.75,7843.34,1554.96,21,4,97.709
125457,65893,124777,81260.4,42294,125916,838.1,4238.85,960.08,22,4,98.103
97638.3,59953,106731,85107.4,54838,101710,327.25,250.759,1115.84,22,5,98.4307
114485,61012,122974,91685.4,51039,117727,2678.35,5331.58,1161.6,23,4,98.8339
121878,63662,125466,93091.4,50190,121555,561.85,4280.25,1000.56,24,4,99.1317
98686.8,63976,101093,54795.5,33442,107382,2239.75,4584.52,1085.04,24,2,99.4984
99664.9,62386,104697,45520.8,27968,106667,2774.4,3231.89,714.56,23,2,99.8308
113063,69125,107193,50296.5,28354,116253,453.05,4619.94,1213.52,22,2,100.134
99420.1,63641,102380,65210.1,37436,114158,623.05,163.602,814,22,3,100.342
100905,62813,105279,79202.2,50075,103656,338.3,42.1974,106.48,21,3,100.676
122712,69131,116331,82147.5,47636,113016,458.15,54.5023,543.84,20,3,100.978
118156,65657,117939,86988.7,47539,119920,317.9,233.16,127.6,19,3,101.249
106041,66780,104065,61776,37138,109014,381.65,68.592,181.28,18,3,101.526
96791.1,62536,101434,79612,49802,104764,79.9,247.27,330.88,18,2,101.812
87680.1,60414,95113.8,32712.2,20131,106494,147.9,90.6214,347.6,19,2,102.077
89575.8,53640,109442,77744.2,44135,115442,14.45,112.638,139.92,20,2,102.351
128161,67785,123909,79245.9,42962,120885,491.3,5756.02,1466.96,21,2,102.633
106604,63449,110111,96019,55123,114158,349.35,95.876,435.6,21,1,102.851
107611,64740,108934,81957.2,49888,107664,360.4,199.715,159.28,20,1,103.115
117584,67389,114351,66491.4,35219,123728,339.15,331.717,271.92,19,1,103.394
101060,63178,104832,63666.7,38162,109336,463.25,200.582,286,18,1,103.679
100598,62126,106119,73019.4,40318,118691,397.8,58.0299,82.72,22,1,104.014
